Total expenditure,GDP,thinness 1-19 years,thinness 5-9 years,Life expectancy
0.3824175824175824,0.020090239962281042,0.08856088560885608,0.07829181494661921,71.5
0.3216117216117216,0.00740815188407598,0.23247232472324725,0.24199288256227763,69.3
0.2593406593406594,0.020309333833741176,0.12915129151291513,0.1209964412811388,69.3
0.055677655677655674,0.04560598733012281,0.17343173431734316,0.1637010676156584,73.2
0.4263736263736264,0.00740081227077811,0.1070110701107011,0.10320284697508898,67.8
0.6271062271062272,0.03140255332015047,0.02583025830258303,0.024911032028469754,78.3
0.3054945054945055,0.0004317018645779786,0.13284132841328414,0.12811387900355875,53.2
0.6234432234432234,0.03727540850292064,0.02583025830258303,0.024911032028469754,79.5
0.15531135531135531,0.07007687712491108,0.25092250922509224,0.23843416370106765,61.6
0.5179487179487179,0.010993108218162205,0.08856088560885608,0.08185053380782918,72.5
0.42930402930402933,0.0650027106476084,0.05904059040590406,0.053380782918149475,75.7
0.4886446886446887,0.002398682129038653,0.08487084870848707,0.08185053380782918,71.8
0.4256410256410257,0.13890360610615846,0.09225092250922509,0.09252669039145908,73.4
0.22417582417582418,0.024967755919637784,0.2214022140221402,0.206405693950178,75.6
0.35677655677655684,0.014020920378576694,0.1771217712177122,0.1637010676156584,74.2
0.3589743589743589,0.004701779399161166,0.2730627306273063,0.25978647686832745,58.1
0.6124542124542124,0.024504714810566243,0.01845018450184502,0.014234875444839859,82.4
0.45421245421245426,0.005792650987524211,0.11070110701107011,0.10676156583629895,71.8
0.5245421245421246,0.028361726473165743,0.08118081180811806,0.07829181494661921,72.2
0.4520146520146521,0.011266471532015305,0.07011070110701106,0.06405693950177936,72.5
0.42490842490842495,0.0034611626215498696,0.2287822878228782,0.22064056939501783,74.8
0.3318681318681318,0.13128084696841344,0.14391143911439114,0.13523131672597866,74.1
0.5128205128205129,0.03940075704847854,0.07011070110701106,0.06761565836298933,78.6
0.5604395604395604,0.04939913287479686,0.2952029520295203,0.3451957295373666,56.5
0.761904761904762,0.010739475214596868,0.23247232472324725,0.21708185053380788,52.2
0.27985347985347986,0.0012825028276401479,0.047970479704797044,0.046263345195729534,65.8
0.265934065934066,0.017855156142482745,0.033210332103321034,0.3416370106761566,67.9
0.5501831501831502,0.011362360164346427,0.05535055350553506,0.053380782918149475,76.6
0.36996336996337,0.03450884115213057,0.05166051660516605,0.053380782918149475,76.1
0.5904761904761905,0.2985377045874899,0.01845018450184502,0.014234875444839859,81.3
0.18754578754578755,0.038571181800707045,0.32103321033210336,0.302491103202847,56.0
0.6461538461538462,0.03133769755759524,0.01845018450184502,0.014234875444839859,81.9
0.22564102564102564,0.0037850475467511037,0.19188191881918817,0.17793594306049823,76.0
0.2542124542124542,0.011337954406866234,0.12546125461254612,0.11743772241992884,74.4
0.10402930402930405,0.00020718182675196628,0.1180811808118081,0.11387900355871887,64.1
0.2593406593406594,0.001451592772161154,0.5645756457564576,0.5480427046263345,69.1
0.09010989010989012,0.0018304302905110214,0.4870848708487085,0.48042704626334526,63.5
0.3216117216117216,0.006665157102745241,0.26199261992619927,0.24911032028469754,61.0
0.43663003663003663,0.0014064195566197968,0.08856088560885608,0.08540925266903915,71.1
0.41025641025641024,0.032277422064343135,0.07749077490774908,0.08185053380782918,68.9
0.2029304029304029,0.022305397132177655,0.3284132841328413,0.3238434163701068,71.6
0.7948717948717948,0.0005885434730139636,0.28044280442804426,0.26690391459074736,54.0
0.3194139194139194,0.033082669635671594,0.1992619926199262,0.18505338078291816,65.9
0.49523809523809526,0.002901766827400922,0.23616236162361623,0.2348754448398577,50.0
0.2571428571428571,0.20921778069148664,0.27675276752767525,0.2633451957295374,74.3
0.22417582417582418,0.0004008978758735213,0.3247232472324723,0.30960854092526696,56.4
0.5890109890109889,0.00046395527396685175,0.36162361623616235,0.34875444839857656,64.3
0.47619047619047616,0.12947982414299308,0.02583025830258303,0.024911032028469754,79.9
0.2161172161172161,0.0027283829712702705,0.33210332103321033,0.3202846975088968,67.0
0.4161172161172161,0.000636866016912246,0.047970479704797044,0.046263345195729534,64.0
0.5684981684981685,0.20908569912788755,0.01845018450184502,0.014234875444839859,81.0
0.41318681318681316,0.02026420572143193,0.06273062730627306,0.06405693950177936,73.0
0.3296703296703297,0.009823718489869324,0.1771217712177122,0.1637010676156584,74.8
0.526007326007326,0.009705387512979877,0.04059040590405904,0.03914590747330961,68.1
0.48058608058608054,0.031361959823862584,0.12177121771217711,0.11743772241992884,75.0
0.16556776556776556,0.00801877643273082,0.033210332103321034,0.3416370106761566,66.8
0.32527472527472523,0.03516515160791287,0.0,0.0,73.3
0.17435897435897438,0.003118208416513256,0.3136531365313653,0.29893238434163705,57.9
0.5076923076923077,0.5491618829510885,0.033210332103321034,0.028469750889679714,78.6
0.40366300366300367,0.007365833052801369,0.10332103321033209,0.10320284697508898,67.6
0.37435897435897436,0.03643896767891856,0.12546125461254612,0.11743772241992884,69.5
0.6256410256410256,0.29212161810548026,0.014760147601476014,0.01779359430604982,82.0
0.3677655677655678,0.06667107740753515,0.13653136531365312,0.13523131672597866,72.1
0.4014652014652015,0.09762086790258145,0.08118081180811806,0.08540925266903915,67.5
0.13772893772893774,0.4050220722022618,0.1180811808118081,0.11032028469750892,74.2
0.4256410256410257,0.0029635131471216175,0.06642066420664205,0.053380782918149475,62.6
0.2827838827838828,0.036514234459008706,0.14391143911439114,0.12811387900355875,69.2
0.6417582417582418,0.019097377932244454,0.02214022140221402,0.014234875444839859,89.0
0.356043956043956,0.01638229401188483,0.21402214022140223,0.21708185053380788,76.0
0.761904761904762,0.004640673397649538,0.06273062730627306,0.06761565836298933,81.1
0.18754578754578755,0.0003530479609825441,0.3284132841328413,0.3131672597864769,61.4
0.5413919413919415,0.005287052272765103,0.6494464944649446,0.6263345195729538,59.9
0.33992673992673994,0.007632494806754067,0.08487084870848707,0.08896797153024912,67.3
0.6432234432234432,0.27130567293697355,0.01845018450184502,0.014234875444839859,81.6
0.3238095238095239,0.13916776931726968,0.07011070110701106,0.0711743772241993,73.0
0.4021978021978022,0.004404173292728301,0.13284132841328414,0.12455516014234876,54.3
0.40805860805860805,0.0267765346381123,0.12546125461254612,0.11387900355871887,77.4
0.2637362637362637,0.032178847838724586,0.12546125461254612,0.11743772241992884,72.3
0.4351648351648352,0.0045122861873467535,0.05166051660516605,0.04982206405693951,59.1
0.05201465201465201,0.004554397753536143,0.014760147601476014,0.014234875444839859,82.0
0.4871794871794871,0.2824131613238489,0.04059040590405904,0.03558718861209965,81.8
0.8417582417582418,0.011845510517985828,0.003690036900369004,0.0,65.1
0.37142857142857144,0.03572265988843938,0.12546125461254612,0.11743772241992884,69.5
0.37216117216117217,0.0003521421043123729,0.3579335793357934,0.33807829181494664,61.4
0.3538461538461539,0.010299761060823892,0.2878228782287823,0.2704626334519573,62.6
0.4307692307692308,0.045581898235092864,0.08118081180811806,0.06761565836298933,73.5
0.5091575091575092,0.005766462957576207,0.21402214022140223,0.206405693950178,65.2
0.5457875457875457,0.023837641968386128,0.2214022140221402,0.22064056939501783,51.4
0.15824175824175823,0.006163799224629623,0.18081180811808117,0.1601423487544484,77.3
0.08717948717948718,0.039268313903805654,0.036900369003690044,0.03558718861209965,85.0
0.350915750915751,0.019895329185182224,0.12915129151291513,0.1209964412811388,73.0
0.44175824175824174,0.03345686868896197,0.05535055350553506,0.053380782918149475,73.3
0.05787545787545788,0.28423898446562834,0.01845018450184502,0.01779359430604982,82.0
0.6197802197802197,0.5223033798219423,0.01845018450184502,0.01779359430604982,82.0
0.22930402930402935,0.3152244396261056,0.1180811808118081,0.11032028469750892,73.9
0.3194139194139194,0.005811499556895988,0.07011070110701106,0.0711743772241993,71.9
0.46593406593406594,0.0045789432974706725,0.4022140221402214,0.39501779359430605,46.0
0.2688644688644689,0.0031725427890996,0.4059040590405904,0.060498220640569395,68.0
0.3120879120879121,0.006276232326671387,0.23616236162361623,0.2455516014234876,69.2
0.2827838827838828,0.045732480934720085,0.1180811808118081,0.11387900355871887,72.7
0.4336996336996337,0.07511620599160324,0.033210332103321034,0.028469750889679714,75.4
0.5941391941391941,0.00782696075270177,0.2915129151291513,0.27402135231316727,47.8
0.42197802197802203,0.02511229342677214,0.12546125461254612,0.11387900355871887,77.7
0.5846153846153846,0.0118286439230893,0.02583025830258303,0.024911032028469754,79.0
0.32747252747252753,0.06891357681125679,0.11439114391143912,0.12455516014234876,72.9
0.5186813186813187,0.04399982682204956,0.07011070110701106,0.06405693950177936,78.0
0.3772893772893773,0.1067818160042227,0.033210332103321034,0.028469750889679714,75.7
0.2512820512820513,0.09383385964490677,0.27675276752767525,0.25978647686832745,74.8
0.5604395604395604,0.0032360439988012206,0.13653136531365312,0.13523131672597866,73.6
0.27985347985347986,0.0048821598280910485,0.3247232472324723,0.30960854092526696,56.1
0.030036630036630027,0.014455526203215892,0.0,0.0,65.8
0.221978021978022,0.011118366027764923,0.2915129151291513,0.2704626334519573,63.0
0.37948717948717947,0.018834909360748244,0.08856088560885608,0.07473309608540926,72.4
0.5970695970695971,0.0038810034773001803,0.014760147601476014,0.014234875444839859,81.5
0.19706959706959712,0.006394009393914057,0.24354243542435425,0.22775800711743777,61.7
0.13406593406593406,0.4301634294133698,0.12177121771217711,0.11387900355871887,74.3
0.18095238095238095,0.003656637544001984,0.3136531365313653,0.302491103202847,56.8
0.3802197802197802,0.001063498281557836,0.4022140221402214,0.3914590747330961,67.8
0.4571428571428572,0.029940791887952022,0.08487084870848707,0.08540925266903915,75.0
0.6593406593406593,0.021613846854041316,0.02214022140221402,0.014234875444839859,83.0
0.3391941391941392,0.006916624155961348,0.27675276752767525,0.2633451957295374,59.1
0.18095238095238095,0.007908409117458685,0.3505535055350553,0.33096085409252674,69.0
0.2666666666666667,0.02983006496356138,0.13284132841328414,0.12455516014234876,68.5
0.13406593406593406,0.3580645478765646,0.18450184501845016,0.17081850533807832,75.6
0.6402930402930403,0.26711633419890407,0.01845018450184502,0.014234875444839859,82.1
0.5098901098901099,0.11852105365736887,0.08118081180811806,0.07829181494661921,73.0
0.30183150183150187,0.0034493105074991388,0.27675276752767525,0.2633451957295374,63.3
0.4937728937728938,0.04124212280599874,0.07380073800738007,0.0711743772241993,75.8
0.15457875457875458,0.23465255695809323,0.2177121771217712,0.1921708185053381,76.8
0.2637362637362637,0.010522410678103519,0.21402214022140223,0.206405693950178,55.9
0.49230769230769234,0.02160292605670104,0.20295202952029517,0.18861209964412814,66.3
0.33333333333333337,0.018907709367454905,0.23616236162361623,0.2241992882562278,73.2
0.13186813186813187,0.001616107545512741,0.24723247232472323,0.23131672597864772,61.6
0.37655677655677655,0.06143199099140013,0.14022140221402213,0.13523131672597866,71.9
0.19487179487179487,0.36078222084831674,0.12177121771217711,0.11743772241992884,74.6
0.22344322344322345,0.0012180571310842943,0.3247232472324723,0.30604982206405695,61.7
0.12161172161172162,0.12079111401412389,0.1992619926199262,0.18861209964412814,72.6
0.44468864468864466,0.03134071112480395,0.05904059040590406,0.053380782918149475,72.0
0.13113553113553114,0.0013670527004192652,0.06642066420664205,0.38790035587188615,66.9
0.23736263736263738,0.08121150897252086,0.22509225092250923,0.21352313167259787,64.6
0.5084249084249084,0.005681879647987977,0.2214022140221402,0.21352313167259787,64.6
0.24615384615384614,0.012078942190868117,0.2066420664206642,0.19928825622775803,56.7
0.48058608058608054,0.02207849842121632,0.06642066420664205,0.060498220640569395,70.0
0.20512820512820515,0.021794728856086135,0.22509225092250923,0.21352313167259787,72.3
0.4769230769230769,0.013326606090463803,0.06642066420664205,0.06405693950177936,77.2
0.03223443223443223,0.0003445183381348353,0.25092250922509224,0.23843416370106765,51.5
0.41538461538461546,0.061793402535758,0.13653136531365312,0.1316725978647687,72.6
0.3750915750915751,0.04178461826383789,0.08856088560885608,0.09252669039145908,74.2
0.4190476190476191,0.0020373035960510326,0.05166051660516605,0.046263345195729534,74.4
0.3802197802197802,0.16214978206145514,0.2103321033210332,0.20996441281138795,71.1
0.5238095238095238,0.04355002330601481,0.047970479704797044,0.046263345195729534,63.0
0.2732600732600733,0.009525368749036756,0.45018450184501846,0.43416370106761576,55.0
0.09157509157509158,0.037455129988314205,0.036900369003690044,0.03558718861209965,86.0
0.22417582417582418,0.001602033071444402,0.3099630996309963,0.2953736654804271,57.9
0.1509157509157509,0.004531050843728562,0.7158671586715868,0.0711743772241993,68.6
0.37948717948717947,0.043816597698153645,0.04428044280442805,0.03914590747330961,75.3
0.47619047619047616,0.05740975966115941,0.07011070110701106,0.06761565836298933,73.4
0.13846153846153847,0.009539944141698708,0.1992619926199262,0.18861209964412814,72.5
0.6351648351648351,0.2418846060541202,0.02583025830258303,0.021352313167259787,79.4
0.22271062271062272,0.032387416671679034,0.2952029520295203,0.2846975088967972,71.0
0.3853479853479853,0.00623544331563427,0.04428044280442805,0.042704626334519574,66.8
0.030036630036630027,0.19875324974503905,0.04059040590405904,0.03558718861209965,78.3
0.5516483516483516,0.04440641696077145,0.033210332103321034,0.028469750889679714,78.3
0.2351648351648352,0.008288702135149961,0.5645756457564576,0.5480427046263345,73.9
0.3443223443223443,0.0032026915616827512,0.1180811808118081,0.11387900355871887,67.1
0.24615384615384614,0.01491817772944891,0.2878228782287823,0.2704626334519573,74.5
0.2827838827838828,0.00803627010940138,0.21402214022140223,0.17793594306049823,71.7
0.6249084249084249,0.32166369314203747,0.014760147601476014,0.014234875444839859,82.0
0.20219780219780223,0.01016086301009332,0.20295202952029517,0.18861209964412814,72.8
0.22344322344322345,0.1624135166450136,0.2177121771217712,0.206405693950178,76.0
0.27985347985347986,0.0023043161230843945,0.033210332103321034,0.3416370106761566,68.1
0.14432234432234434,0.06855423011384305,0.1992619926199262,0.18861209964412814,71.9
0.5743589743589743,0.14043860025078764,0.05166051660516605,0.046263345195729534,76.8
0.34798534798534797,0.00547618259698049,0.11439114391143912,0.11032028469750892,67.6
0.25787545787545785,0.013786386693179754,0.2398523985239852,0.2241992882562278,58.2
0.5538461538461539,0.0346096220376463,0.08118081180811806,0.07473309608540926,75.7
0.2886446886446886,0.0024022824662210183,0.003690036900369004,0.003558718861209965,72.0
0.4981684981684982,0.0019830170244994243,0.24354243542435425,0.2348754448398577,51.0
0.5684981684981685,0.0248947227522972,0.10332103321033209,0.099644128113879,75.0
0.5142857142857142,0.001562162821217053,0.7306273062730627,0.07473309608540926,56.2
0.13699633699633698,0.004715179926050578,0.7933579335793359,0.7793594306049823,63.5
0.19926739926739925,0.0037113016224737303,0.2693726937269373,0.25622775800711745,64.3
0.048351648351648346,0.3909084216762963,0.05904059040590406,0.06405693950177936,81.0
0.4534798534798534,0.12355883109874599,0.07011070110701106,0.06761565836298933,74.9
0.37655677655677655,0.014596339039290642,0.6346863468634687,0.6405693950177938,66.5
0.24908424908424906,0.28677516463268155,0.17343173431734316,0.15658362989323846,76.5
0.5538461538461539,0.002358577444378192,0.2693726937269373,0.25978647686832745,58.6
0.3391941391941392,0.005974221151608456,0.25830258302583026,0.2455516014234876,52.4
0.30183150183150187,0.01099919363854247,0.12177121771217711,0.11387900355871887,75.4
0.4285714285714286,0.0070000940400291615,0.3099630996309963,0.29181494661921714,56.8
0.3706959706959707,0.03219534111312004,0.15867158671586717,0.1316725978647687,74.9
0.37875457875457874,0.020730842468558396,0.09225092250922509,0.07829181494661921,71.4
0.6234432234432234,0.2970098922200201,0.01845018450184502,0.01779359430604982,82.5
0.3296703296703297,0.048959002781115216,0.14391143911439114,0.13879003558718864,73.0
0.158974358974359,0.005701417906615598,0.7011070110701108,0.6975088967971531,69.5
0.3706959706959707,0.0006256329969580295,0.5830258302583027,0.5765124555160144,69.6
0.5890109890109889,0.028396284191998224,0.13653136531365312,0.1316725978647687,73.1
0.4073260073260073,0.012183842465756963,0.07011070110701106,0.0711743772241993,73.3
0.33333333333333337,0.04556954456470979,0.21402214022140223,0.20284697508896798,74.9
0.37948717948717947,0.0015155097161846224,0.11070110701107011,0.10676156583629895,67.9
0.44688644688644685,0.0006872889247668013,0.07380073800738007,0.06405693950177936,74.4
0.02783882783882785,0.0533027482428516,0.07380073800738007,0.0711743772241993,75.3
0.37216117216117217,0.024591830616709092,0.0,0.0,72.5
0.5509157509157508,0.03166877416168868,0.4944649446494465,0.5693950177935945,54.0
0.23150183150183148,0.0076798670586974704,0.3025830258302583,0.28825622775800713,57.9
0.3750915750915751,0.023768906975435072,0.2287822878228782,0.21708185053380788,72.8
0.3340659340659341,0.004370287878897532,0.036900369003690044,0.03558718861209965,73.7
0.6168498168498169,0.0539605434634697,0.04059040590405904,0.03558718861209965,76.0
0.4336996336996337,0.007946374711478873,0.04428044280442805,0.042704626334519574,67.6
0.4117216117216118,0.0029073347144155585,0.05904059040590406,0.053380782918149475,58.2
0.5985347985347985,0.045502173006802336,0.16974169741697417,0.1601423487544484,73.7
0.6739926739926739,0.0058039622236155065,0.26199261992619927,0.2526690391459075,63.8
0.4183150183150184,0.0021918341585085727,0.14391143911439114,0.13879003558718864,49.8
0.41758241758241765,0.007914131891070203,0.047970479704797044,0.046263345195729534,66.2
0.0827838827838828,0.6961899190685601,0.18081180811808117,0.15658362989323846,76.8
0.5875457875457876,0.032305109188948224,0.17343173431734316,0.17081850533807832,56.5
0.048351648351648346,0.02117530120543624,0.04059040590405904,0.03558718861209965,78.4
0.09084249084249085,0.0006481950375226353,0.4022140221402214,0.39501779359430605,66.3
0.17875457875457879,0.0723953983242414,0.25830258302583026,0.23843416370106765,73.3
0.4725274725274725,0.023777583889075814,0.06642066420664205,0.060498220640569395,71.0
0.16556776556776556,0.019720652565528126,0.1955719557195572,0.17793594306049823,64.7
0.13333333333333333,0.023847694140410748,0.17343173431734316,0.15658362989323846,76.3
0.40586080586080586,0.2279774226008408,0.029520295202952032,0.03202846975088968,78.8
0.4483516483516484,0.0028506800956305495,0.4022140221402214,0.056939501779359435,61.8
0.5626373626373626,0.030859097721488808,0.13653136531365312,0.1316725978647687,73.4
0.6490842490842491,0.19149083312533366,0.02583025830258303,0.021352313167259787,87.0
0.3391941391941392,0.002287200356955454,0.08487084870848707,0.07473309608540926,72.8
0.17802197802197803,0.008123878786882106,0.25830258302583026,0.23843416370106765,73.6
0.5758241758241758,0.11486269055852813,0.02214022140221402,0.021352313167259787,78.5
0.3824175824175824,0.07957374545625268,0.12546125461254612,0.1209964412811388,71.2
0.14432234432234434,0.025156892610331723,0.17343173431734316,0.15658362989323846,76.4
0.4014652014652015,0.00441582585581498,0.12546125461254612,0.11743772241992884,69.3
0.158974358974359,0.00595604833606228,0.7785977859778598,0.7686832740213524,62.9
0.19194139194139195,0.029058535997948318,0.2214022140221402,0.20996441281138795,73.4
0.1435897435897436,0.010663329294893423,0.7195571955719559,0.06761565836298933,66.0
0.44688644688644685,0.03566212285056493,0.036900369003690044,0.03202846975088968,74.7
0.4073260073260073,0.010885078181747438,0.05535055350553506,0.04982206405693951,76.6
0.4278388278388279,0.0065114616423638605,0.2952029520295203,0.2775800711743773,57.3
0.37875457875457874,0.0007238117792548349,0.6937269372693727,0.6939501779359432,61.7
0.6637362637362638,0.0077322092924280925,0.27675276752767525,0.25978647686832745,49.4
0.32014652014652023,0.01204951601150244,0.3284132841328413,0.3238434163701068,47.1
0.21025641025641026,0.013873219334937955,0.11439114391143912,0.10320284697508898,73.2
0.3413919413919414,0.004118542086867869,0.06642066420664205,0.056939501779359435,74.5
0.4285714285714286,0.019943247219799325,0.08487084870848707,0.08540925266903915,68.2
0.6351648351648351,0.3102696546491963,0.014760147601476014,0.014234875444839859,81.6
0.6241758241758242,0.18354404221465498,0.02583025830258303,0.021352313167259787,86.0
0.41538461538461546,0.0497706263970734,0.07380073800738007,0.07473309608540926,72.6
0.43882783882783893,0.0030892940333820786,0.6974169741697418,0.6761565836298934,57.5
0.37362637362637363,0.003291092655540769,0.6309963099630996,0.6298932384341638,66.6
0.19487179487179487,0.0002171959861921326,0.34317343173431736,0.3416370106761566,71.1
0.6608058608058608,0.01357587422559518,0.2066420664206642,0.1921708185053381,67.1
0.39780219780219783,0.0007811565127345478,0.08118081180811806,0.08185053380782918,75.2
0.04981684981684982,0.014189115382668392,0.0,0.0,65.5
0.4087912087912088,0.0435949092957828,0.08856088560885608,0.08896797153024912,74.5
0.10842490842490846,0.009816990933724632,0.47601476014760147,0.4661921708185054,65.9
0.3238095238095239,0.02616369946047585,0.1881918819188192,0.17793594306049823,78.0
0.356043956043956,0.048896638915492674,0.11439114391143912,0.12811387900355875,72.5
0.41758241758241765,0.0010555689403534212,0.21402214022140223,0.19928825622775803,59.2
0.4168498168498168,0.0015778498512136047,0.07749077490774908,0.07473309608540926,72.3
0.46593406593406594,0.954511676076975,0.029520295202952032,0.028469750889679714,81.4
0.4424908424908426,0.03016004167813881,0.12546125461254612,0.11743772241992884,68.9
0.26227106227106234,0.005204723090135093,0.2730627306273063,0.25978647686832745,60.0
0.08498168498168499,0.04539857302243214,0.07749077490774908,0.07829181494661921,74.4
0.2065934065934066,0.14926223189448842,0.11439114391143912,0.10320284697508898,73.3
0.5194139194139195,0.1138956689547525,0.05166051660516605,0.04982206405693951,77.7
0.189010989010989,0.015871840192221768,0.33948339483394835,0.33807829181494664,71.2
0.0315018315018315,0.03722846841546251,0.029520295202952032,0.028469750889679714,80.0
0.5684981684981685,0.0617690235549129,0.2656826568265683,0.3131672597864769,58.0
0.3604395604395605,0.004360557655841518,0.06273062730627306,0.056939501779359435,75.3
0.2981684981684981,0.013202008080309902,0.25092250922509224,0.23843416370106765,61.2
0.6344322344322345,0.016562606832118694,0.06273062730627306,0.056939501779359435,74.5
0.33333333333333337,5.6180434869999515e-05,0.26199261992619927,0.2526690391459075,73.3
0.26959706959706964,0.0001390594321928768,0.04059040590405904,0.03558718861209965,64.9
0.42271062271062276,0.05328584914845406,0.08856088560885608,0.08896797153024912,71.0
0.33260073260073264,0.010454992724703911,0.6531365313653137,0.6583629893238435,65.0
0.06300366300366302,0.010177599430768514,0.003690036900369004,0.003558718861209965,64.9
0.45641025641025634,0.010778592429652246,0.02583025830258303,0.028469750889679714,79.1
0.37362637362637363,0.0001994365402997469,0.1070110701107011,0.10676156583629895,69.2
0.2549450549450549,0.03617897527906071,0.06642066420664205,0.056939501779359435,74.0
0.3926739926739927,0.01150453906194136,0.07749077490774908,0.07829181494661921,73.6
0.33479853479853483,0.10339293871744681,0.2287822878228782,0.2348754448398577,69.5
0.3047619047619048,0.014203211279723071,0.2656826568265683,0.25622775800711745,73.4
0.5465201465201465,0.0002239304920106549,0.2693726937269373,0.2526690391459075,46.0
0.07692307692307693,0.045101270826192426,0.12177121771217711,0.11032028469750892,77.9
0.32087912087912085,0.004848102364939557,0.24723247232472323,0.23131672597864772,59.4
0.4315018315018315,0.03263960952694534,0.08856088560885608,0.08896797153024912,67.7
0.3340659340659341,0.023271375613574983,0.12546125461254612,0.13879003558718864,71.1
0.6446886446886446,0.02928947881154816,0.13653136531365312,0.1316725978647687,73.3
0.2827838827838828,0.09761382357489964,0.08118081180811806,0.08540925266903915,68.5
0.5098901098901099,0.030391567435279963,0.11439114391143912,0.11032028469750892,72.0
0.7956043956043956,0.0006196013505391275,0.12177121771217711,0.11387900355871887,79.0
0.5978021978021978,0.005140423880485826,0.16974169741697417,0.1601423487544484,74.4
0.34065934065934067,0.0009615837063737398,0.07749077490774908,0.0711743772241993,73.0
0.5648351648351648,0.016205083119238115,0.08118081180811806,0.07473309608540926,73.6
0.48278388278388273,0.24885035543039843,0.036900369003690044,0.03558718861209965,81.0
